User,Handle,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount
Storm Investor,@storminvestor,2018-02-08T20:03:35.000Z,"Storm Investor
@storminvestor
·
Feb 8, 2018Horan Capital Advisors LLC. Sells 2,932 Shares of International Paper Co $IP http://sportsperspectives.com/?p=1607785 #markets",,,
Storm Investor,@storminvestor,2018-02-08T11:39:15.000Z,"Storm Investor
@storminvestor
·
Feb 8, 2018International Paper Co $IP Position Lessened by Robeco Institutional Asset Management B.V. http://sportsperspectives.com/?p=1606710 #markets",,,
The Lincolnian,@ThisLincolnian,2018-02-07T18:10:45.000Z,"The Lincolnian
@ThisLincolnian
·
Feb 7, 2018Commerzbank Aktiengesellschaft FI Has $472,000 Holdings in International Paper Co $IP http://thelincolnianonline.com/?p=477166",,,
The Lincolnian,@ThisLincolnian,2018-02-07T16:11:09.000Z,"The Lincolnian
@ThisLincolnian
·
Feb 7, 2018Huntington National Bank Lowers Stake in International Paper Co $IP http://thelincolnianonline.com/?p=476068",,,
Ticker Report,@TickerReport,2018-02-07T14:00:12.000Z,"Ticker Report
@TickerReport
·
Feb 7, 2018International Paper Co $IP Shares Sold by Huntington National Bank http://tickerreport.com/?p=3182361",,,
WKRB News,@WKRBNews,2018-02-07T10:39:04.000Z,"WKRB News
@WKRBNews
·
Feb 7, 2018DA Davidson Comments on International Paper Co’s Q1 2018 Earnings $IP http://dailypolitical.com/?p=1747713 #markets",,,
MidEast Times,@midetimes,2018-02-07T10:39:03.000Z,"MidEast Times
@midetimes
·
Feb 7, 2018DA Davidson Comments on International Paper Co’s Q1 2018 Earnings $IP http://dailypolitical.com/?p=1747713 #stocks",,,
Dakota Financial,@dakotafinancial,2018-02-07T10:26:06.000Z,"Dakota Financial
@dakotafinancial
·
Feb 7, 2018International Paper Co $IP to Post Q1 2018 Earnings of $0.94 Per Share, KeyCorp Forecasts http://zpr.io/natPT #stocks",,,
MarketBeat,@MarketBeatCom,2018-02-07T10:26:05.000Z,"MarketBeat
@MarketBeatCom
·
Feb 7, 2018International Paper Co $IP to Post Q1 2018 Earnings of $0.94 Per Share, KeyCorp Forecasts http://zpr.io/natPT",,,
Dakota Financial,@dakotafinancial,2018-02-07T09:19:19.000Z,"Dakota Financial
@dakotafinancial
·
Feb 7, 2018Alps Advisors Inc. Grows Holdings in International Paper Co $IP http://zpr.io/nagMZ #stocks",,,
MarketBeat,@MarketBeatCom,2018-02-07T09:19:18.000Z,"MarketBeat
@MarketBeatCom
·
Feb 7, 2018Alps Advisors Inc. Grows Holdings in International Paper Co $IP http://zpr.io/nagMZ",,,
WKRB News,@WKRBNews,2018-02-07T02:54:25.000Z,"WKRB News
@WKRBNews
·
Feb 7, 2018Analysts Expect International Paper Co $IP to Post $0.95 Earnings Per Share http://dailypolitical.com/?p=1746888 #markets",,,
MidEast Times,@midetimes,2018-02-07T02:54:24.000Z,"MidEast Times
@midetimes
·
Feb 7, 2018Analysts Expect International Paper Co $IP to Post $0.95 Earnings Per Share http://dailypolitical.com/?p=1746888 #stocks",,,
Daily Political,@dailypoliticaln,2018-02-07T02:54:23.000Z,"Daily Political
@dailypoliticaln
·
Feb 7, 2018Analysts Expect International Paper Co $IP to Post $0.95 Earnings Per Share http://dailypolitical.com/?p=1746888",,,
Agriculture Jobs,@TopAgriJobs,2018-02-06T20:46:27.000Z,"Agriculture Jobs
@TopAgriJobs
·
Feb 6, 2018#ForestJobs #AGjobs #jobs New Hire - International Paper - Golden, CO visit → http://forestry.linkjob.me",,,
InterCooler,@intercooleronli,2018-02-06T20:33:38.000Z,"InterCooler
@intercooleronli
·
Feb 6, 2018TrueNorth Inc. Increases Position in International Paper Co $IP http://ledgergazette.com/?p=1106700 #investing",,,
Transcript Daily,@TranscriptDaily,2018-02-05T15:31:35.000Z,"Transcript Daily
@TranscriptDaily
·
Feb 5, 2018Mork Capital Management LLC Takes Position in International Paper Co $IP http://zpr.io/nTd9j",,,
WKRB News,@WKRBNews,2018-02-05T12:13:30.000Z,"WKRB News
@WKRBNews
·
Feb 5, 2018International Paper Co $IP Holdings Lowered by State Treasurer State of Michigan http://dailypolitical.com/?p=1743629 #markets",,,
MidEast Times,@midetimes,2018-02-05T12:13:29.000Z,"MidEast Times
@midetimes
·
Feb 5, 2018International Paper Co $IP Holdings Lowered by State Treasurer State of Michigan http://dailypolitical.com/?p=1743629 #stocks",,,
Daily Political,@dailypoliticaln,2018-02-05T12:13:28.000Z,"Daily Political
@dailypoliticaln
·
Feb 5, 2018International Paper Co $IP Holdings Lowered by State Treasurer State of Michigan http://dailypolitical.com/?p=1743629",,,
Watchlist News,@WatchlistN,2018-02-05T07:15:23.000Z,"Watchlist News
@WatchlistN
·
Feb 5, 2018DA Davidson Weighs in on International Paper Co’s Q1 2018 Earnings $IP http://zpr.io/nTLd4",,,
