User,Handle,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount
OntMiningAssoc,@OntMiningAssoc,2020-04-25T22:47:16.000Z,"OntMiningAssoc
@OntMiningAssoc
·
Apr 26, 2020Thank you for the $200,000 donation by 
@NewmontCorp
 Musselwhite, which is providing much-needed essentials to First Nation communities & supporting the #TBay #COVID19 Community Relief Fund, established by 
@uwaytbay
 & 
@TBayCF
. #ThisIsMining #InThisTogether
netnewsledger.com
NetNewsLedger - COVID-19: Newmont Musselwhite Donates $200,000 to Support Local Efforts
THUNDER BAY – Business – As part of Newmont Musselwhite’s ongoing support for host communities around its operations, the Company is pleased to donate CAD$200,000 to boost local efforts combatting...
2
5",,2,5
Newmont Corporation,@NewmontCorp,2020-04-25T15:56:21.000Z,"Newmont Corporation
@NewmontCorp
·
Apr 25, 2020Here are some tips from the Centers for Disease Control and Prevention on how to keep children healthy while school is out: https://cdc.gov/coronavirus/2019-ncov/daily-life-coping/children.html?CDC_AA_refVal=https%3A%2F%2Fwww.cdc.gov%2Fcoronavirus%2F2019-ncov%2Fprepare%2Fchildren.html…
1
15",,1,15
The Markets Daily,@TheMarketsDaily,2020-04-25T10:41:22.000Z,"The Markets Daily
@TheMarketsDaily
·
Apr 25, 2020Newmont Goldcorp Corp $NEM EVP Jennifer Cmil Sells 2,571 Shares http://zpr.io/tJib3",,,
MidEast Times,@midetimes,2020-04-25T10:40:20.000Z,"MidEast Times
@midetimes
·
Apr 25, 2020Newmont Goldcorp Corp $NEM EVP Jennifer Cmil Sells 2,571 Shares http://dailypolitical.com/?p=3754020 #stocks",,,
Daily Political,@dailypoliticaln,2020-04-25T10:40:19.000Z,"Daily Political
@dailypoliticaln
·
Apr 25, 2020Newmont Goldcorp Corp $NEM EVP Jennifer Cmil Sells 2,571 Shares http://dailypolitical.com/?p=3754020",,,
Enterprise Leader,@EnterpriseLeade,2020-04-25T10:07:25.000Z,"Enterprise Leader
@EnterpriseLeade
·
Apr 25, 2020Newmont Goldcorp Corp $NEM EVP Jennifer Cmil Sells 2,571 Shares  http://theenterpriseleader.com/?p=3033766",,,
Albert,@Alberin15,2020-04-25T03:12:42.000Z,"Albert
@Alberin15
·
Apr 25, 2020Replying to 
@MineraYanacocha
@MineraYanacocha
 @NewmontCorp
 @Minsa_Peru
 @richiobla1
 @JuanBar89847632
 @jcllaque
 @alexvs20
 @GarraCrema52
 @MarcoMezaAbant1
 @MarisolGrozo
 @richiobla1
 @johanlopezarate
 @calin6364
 @c_cornejop
 @Cuberbill
 @erikagraci7
 @exitosape
 @elcomercio_peru
 @cmsantivanez
 @iMineros
 @proactivoperu
GIF
1
5",,1,5
Albert,@Alberin15,2020-04-25T03:09:57.000Z,"Albert
@Alberin15
·
Apr 25, 2020Replying to 
@MineraYanacocha
Gracias por los consejos  compartidos 
@MineraYanacocha
 #Cajamarca #Newmont. 
@NewmontCorp
 
#Planifica #Prevén #Protégete #ElPerúEstáEnNuestrasManos  #JuntosAvanzamos 
@gob_reg
 @MuniCajamarca_
 @Minsa_Peru
 @PrimerPedal
 @GarraCrema52
 @yoni3556_luis
 @rumbominero
 @JulieRo02279354
2
6",,2,6
Insider Alerts,@InsiderAlerts4U,2020-04-25T02:15:18.000Z,"Insider Alerts
@InsiderAlerts4U
·
Apr 25, 2020$NEM:

New Insider Filing on NEWMONT Corp /DE/'s

Director

COME MATTHEW COON:

https://insideri.com/1164727_000116472720000119_0001164727-20-000119…",,,
Insider Alerts,@InsiderAlerts4U,2020-04-25T02:07:18.000Z,"Insider Alerts
@InsiderAlerts4U
·
Apr 25, 2020$NEM:

New Insider Filing on NEWMONT Corp /DE/'s

Director

VERONICA M HAGEN:

https://insideri.com/1164727_000116472720000124_0001164727-20-000124…",,,
